"count","institution","collection","collection_link"
42165,"University of Cincinnati, Margaret H. Fulford Herbarium","Herbarium","https://www.idigbio.org/portal/collections/bee4ab6d-0d37-4119-bf47-6b6f155f4948"
42498,"Western Illinois University, R.M. Myers Herbarium","Herbarium","https://www.idigbio.org/portal/collections/68206218-0f1b-4589-aab1-cbb885232af1"
42862,"University of Utah, Natural History Museum of Utah","Mammals","https://www.idigbio.org/portal/collections/7f84864c-0df0-4a76-a273-667a4c31a5a5"
42883,"University of Kentucky, College of Agriculture, Department of Entomology","Entomology","https://www.idigbio.org/portal/collections/4542846f-c415-4673-9be4-de463bd55103"
43116,"Idaho State University, Idaho Museum of Natural History, Ray J. Davis Herbarium","Herbarium","https://www.idigbio.org/portal/collections/c24db883-747e-4cac-9e64-8e9d6e11f011"
44711,"Brigham Young University, Monte L. Bean Life Science Museum","Lichens and Bryophytes","https://www.idigbio.org/portal/collections/60dd8364-f86a-4817-9414-cf4bbc22e4a8"
45119,"North Carolina Museum of Natural Sciences","Vertebrate Paleontology","https://www.idigbio.org/portal/collections/0d5d7048-9563-4e04-8a45-9f0150df0970"
45482,"University of New Mexico, Museum of Southwestern Biology","Arthropods","https://www.idigbio.org/portal/collections/05aae347-644b-4c97-9d2d-80d1a7111b23"
45900,"Louisiana State University, Museum of Natural Science","Mammalogy","https://www.idigbio.org/portal/collections/fa4976e4-2cd0-4649-94da-6b162f7c9f52"
46469,"University of Delaware","Insects","https://www.idigbio.org/portal/collections/002a70a8-ff18-11e4-9eb2-002315492bbc"
46970,"University of Maine at Fort Kent","Herbarium","https://www.idigbio.org/portal/collections/6c3202fa-048d-11e5-b0ee-002315492bbc"
47317,"Longwood University","Herbarium","https://www.idigbio.org/portal/collections/246ffa95-10ea-4e61-b379-6d8546ea2c96"
47901,"Butler University","Herbarium","https://www.idigbio.org/portal/collections/88d5cf36-0656-4e0f-ac88-fde80aad62b3"
48729,"University of New Mexico, Museum of Southwestern Biology","Birds","https://www.idigbio.org/portal/collections/04bcbc38-ab9a-48d8-8d52-b30589b86cd8"
49262,"San Diego Natural History Museum, theNAT","Birds and Mammals","https://www.idigbio.org/portal/collections/cc1ed08a-60a3-4a08-89ae-3e73c17e4503"
49952,"University of Alaska Museum of the North","Earth Sciences","https://www.idigbio.org/portal/collections/28dd3d7c-d921-4c37-ad4b-093cf687f0a7"
50407,"Washington State University, Charles R. Conner Museum","","https://www.idigbio.org/portal/collections/732e6aa9-eb5e-4706-9c24-bfaf338e817b"
50635,"Denver Museum of Nature & Science","Birds","https://www.idigbio.org/portal/collections/6698ff1c-6d83-42c4-b1cb-ad5726608710"
50818,"University of New Mexico, Museum of Southwestern Biology","Parasitology","https://www.idigbio.org/portal/collections/271dcbeb-0ca5-4230-bde3-16cc9e83acb8"
50877,"Emporia State University, H.A. Stephens Herbarium","Herbarium","https://www.idigbio.org/portal/collections/6b03cc3d-f92f-4dae-94d3-ed1cbf1b067c"
51496,"Muhlenberg College","Herbarium","https://www.idigbio.org/portal/collections/b2bdb741-8c9b-4afd-afe9-759c6708e7d0"
51528,"Bernice Pauahi Bishop Museum","Vertebrate Zoology","https://www.idigbio.org/portal/collections/7bcb0a93-c897-4652-a68d-a6d84086abdb"
52065,"University of Texas at Austin, Plant Resource Center, Lundell Herbarium","Herbarium","https://www.idigbio.org/portal/collections/4fb7a019-2f97-4188-bf20-a10dad67487b"
52339,"University of Utah, Natural History Museum of Utah","Entomology","https://www.idigbio.org/portal/collections/bcaaa753-772d-4926-98f5-8f6e209474ae"
52416,"College of Idaho, Harold M. Tucker Herbarium","Herbarium","https://www.idigbio.org/portal/collections/0a1dd71d-99db-4d1c-aaa2-d19fc59981e1"
54344,"University of Maryland, Norton Brown Herbarium","Herbarium","https://www.idigbio.org/portal/collections/5101d085-e1c2-4fc8-bc6b-d945b494c7dc"
54497,"University of Illinois, Illinois Natural History Survey","Fungi","https://www.idigbio.org/portal/collections/160908b4-3765-4594-bbae-ed5d5d9300c1"
55675,"University of Washington, Burke Museum of Natural History and Culture","Mammalogy","https://www.idigbio.org/portal/collections/48d3af39-9204-4e42-805c-964df3d57b6b"
55900,"Ohio State University, Museum of Biological Diversity","Herbarium","https://www.idigbio.org/portal/collections/d2456a0d-2639-4997-8323-944ed8967817"
56029,"University of Oregon, The Museum of Natural and Cultural History","Paleontology","https://www.idigbio.org/portal/collections/ec507154-629b-41d6-810a-8ffbf75ec12b"
56800,"Cornell University, Museum of Vertebrates","Birds","https://www.idigbio.org/portal/collections/7075191d-1cfd-439b-a814-8b7414bbf7bf"
56973,"University of Oklahoma, Sam Noble Oklahoma State Museum of Natural History","Ichthyology","https://www.idigbio.org/portal/collections/3ad1a6e4-f39f-429f-891a-ff08bc235105"
57106,"North Carolina Museum of Natural Sciences","Herpetology","https://www.idigbio.org/portal/collections/cf1a5cd7-a1d0-462f-8b94-ddd61345dd20"
57144,"University of Arizona Museum of Natural History","Herpetology","https://www.idigbio.org/portal/collections/34e7d983-7d1f-45f6-b332-b144109fba19"
57324,"Texas A&M University, Biodiversity Research and Teaching Collections","Fishes","https://www.idigbio.org/portal/collections/d88c08ac-bdec-4f4d-9761-8405f1525582"
58475,"Oregon State University","Herpetology","https://www.idigbio.org/portal/collections/e7da5b7a-2277-49de-b64f-18e3dfe392c6"
58874,"University of Florida, Florida Museum of Natural History","Paleobotany","https://www.idigbio.org/portal/collections/95d1da3f-97c0-4b6c-bf71-a8b56232c90a"
59913,"University of Oklahoma, Sam Noble Oklahoma State Museum of Natural History","Herpetology","https://www.idigbio.org/portal/collections/46eadfcf-9351-499b-9228-b36f61db90bb"
59918,"University of California Davis, Bohart Museum of Entomology","Entomology","https://www.idigbio.org/portal/collections/bca0e509-0a76-4c49-a89e-d7f69e2b1fd3"
60109,"University of Texas at Austin, Texas Memorial Museum, Texas Natural History Collection","Ichthyology","https://www.idigbio.org/portal/collections/32c39867-fc04-41fd-96cc-94dab1eb46a2"
60165,"Cincinnati Museum Center, Geier Collections & Research Center","Invertebrate Paleontology","https://www.idigbio.org/portal/collections/a57efbe1-b115-404d-8872-5726ff645c0c"
61119,"Pennsylvania State University, Frost Entomological Museum","Entomology","https://www.idigbio.org/portal/collections/17391cff-f921-4e66-84ab-a96a243e8c0d"
62125,"University of California Los Angeles","Donald R. Dickey Bird and Mammal Collection","https://www.idigbio.org/portal/collections/1d6ff0ab-2fa8-400b-8205-5f1e22b617c1"
62147,"Montana State University Herbarium","Herbarium","https://www.idigbio.org/portal/collections/ff39c535-b0c8-4956-b38b-1486985ed3e7"
62149,"Field Museum of Natural History","Fossil Invertebrates","https://www.idigbio.org/portal/collections/0a8e9a60-6a23-477d-9cdc-c84ea70837ad"
63415,"Mississippi Museum of Natural Science","Ichthyology","https://www.idigbio.org/portal/collections/c4ce5e33-03c4-42ef-9e13-76d740e4fd41"
64849,"Iowa State University, Ada Hayden Herbarium","Herbarium","https://www.idigbio.org/portal/collections/14b0d827-6b1e-4764-a15c-04880d11fe21"
64950,"Occidental College, Moore Laboratory of Zoology","Zoology","https://www.idigbio.org/portal/collections/4fb68840-c914-410a-b5e3-af4770bbb95f"
65297,"University of Oklahoma, Sam Noble Oklahoma State Museum of Natural History","Mammals","https://www.idigbio.org/portal/collections/aed5b887-cd1f-45a5-ba86-459978bff35d"
65852,"Texas A&M University, Biodiversity Research and Teaching Collections","Mammals","https://www.idigbio.org/portal/collections/bbc87117-f170-43c5-b5c9-d2958105ce95"
66015,"University of Colorado Museum of Natural History","Herpetology","https://www.idigbio.org/portal/collections/379f0737-a3ff-4eb1-af62-6ab399e256ca"
66049,"University of Texas at El Paso Biodiversity Collections","Plants","https://www.idigbio.org/portal/collections/93ab2a45-8a5a-4211-9cd9-4fc7587d5ec8"
66982,"Auburn University Museum of Natural History","Fishes","https://www.idigbio.org/portal/collections/154399f4-5d97-4bc5-8942-dc3fd67f092d"
66999,"Denver Botanic Gardens, Kathryn Kalmbach Herbarium","Herbarium","https://www.idigbio.org/portal/collections/f06c8109-e7df-49f8-917f-a8a549dca5b0"
67968,"University of Wisconsin-Stevens Point, Robert W. Freckmann Herbarium","Vascular Plants","https://www.idigbio.org/portal/collections/5d1ffc75-6099-454d-8908-ea9e2180d235"
68943,"Northern Arizona University, Colorado Plateau Biodiversity Center","Arthropods","https://www.idigbio.org/portal/collections/2b61cdec-6feb-48d8-b087-74a268fd8008"
69846,"Ohio State University, Museum of Biological Diversity","Acarology","https://www.idigbio.org/portal/collections/0e3325c8-260a-4551-9316-b51f19e604bc"
70447,"University of Oklahoma, Sam Noble Oklahoma State Museum of Natural History","Vertebrate Paleontology","https://www.idigbio.org/portal/collections/b9c9116b-df1d-4067-938c-b3c931f3a633"
70784,"Field Museum of Natural History","Pteridophytes","https://www.idigbio.org/portal/collections/a89e2fc0-c8fa-4b00-abdd-4841933e0122"
71068,"Institute for Botanical Exploration","Herbarium","https://www.idigbio.org/portal/collections/d0f95001-b7bb-424c-bd99-edf778477d0e"
71882,"University of Minnesota, James Ford Bell Museum of Natural History","Fungi","https://www.idigbio.org/portal/collections/f48ff072-1ce4-411f-b36a-fe8b975325e9"
72588,"University of Montana Herbarium","Herbarium","https://www.idigbio.org/portal/collections/22de2610-315f-4e03-a45c-31defd9b8f45"
73052,"Valdosta State University","Herbarium","https://www.idigbio.org/portal/collections/78a8d9fe-7237-44e2-aac0-c166503b0967"
74537,"Yale University, Peabody Museum of Natural History","Vertebrate Paleontology","https://www.idigbio.org/portal/collections/3ebe7bbc-2f1b-4c34-b83e-1ae349d7ffb6"
75664,"Cornell University, Plant Pathology Herbarium","Herbarium","https://www.idigbio.org/portal/collections/a1310681-67e8-45ff-b238-24501743a62e"
75671,"University of Mississippi, Thomas M. Pullen Herbarium","Herbarium","https://www.idigbio.org/portal/collections/b152bf16-fab4-4a3f-920d-ab0078c656bc"
75880,"Duke University Herbarium","Lichens","https://www.idigbio.org/portal/collections/a6209632-9136-4d12-9997-c994b4dc717a"
76325,"San Diego Natural History Museum, theNAT","Herpetology","https://www.idigbio.org/portal/collections/46425651-4136-4732-84ce-509b7b51a901"
76380,"Delaware Museum of Natural History","Birds","https://www.idigbio.org/portal/collections/7836075b-83f2-4853-a234-11a352d1ea07"
76804,"University of Colorado Museum of Natural History","Paleontology - Invertebrates and Plants","https://www.idigbio.org/portal/collections/457f02e6-0608-4731-a834-d8c45b7fa36d"
77155,"University of Puget Sound, Slater Museum of Natural History","","https://www.idigbio.org/portal/collections/18c87f7c-453c-4b64-b7ff-6cdf76f55449"
77353,"University of California Riverside, Entomology Research Museum","Entomology","https://www.idigbio.org/portal/collections/2dee99b4-57c1-44e9-9e2f-9bee47fca39f"
78277,"Academy of Natural Sciences of Drexel University","Entomology","https://www.idigbio.org/portal/collections/048130fb-f013-4297-abfe-648a2bf4b28e"
79201,"Boise State University, Snake River Plains Herbarium","Vascular Plants","https://www.idigbio.org/portal/collections/99a9c6f6-cdd1-4af2-8559-dad4fe47306e"
79254,"Carnegie Museum of Natural History","Vertebrate Paleontology","https://www.idigbio.org/portal/collections/e86de8ad-fde7-423b-bb5d-32bfbefbb35b"
79609,"Clemson University, Bob and Betsy Campbell Museum of Natural History","Herbarium","https://www.idigbio.org/portal/collections/38e74bca-03b3-4da9-b520-55091d74ea4e"
80441,"University of Nebraska Lincoln, University of Nebraska State Museum, C.E. Bessey Herbarium","Herbarium","https://www.idigbio.org/portal/collections/9a012dc3-45fe-463b-b71f-1f518646b0ab"
80664,"Harvard University, Museum of Comparative Zoology","Mammalogy","https://www.idigbio.org/portal/collections/d0253ef1-945b-416c-a701-2c6c498dc9c1"
81762,"Brown University","Herbarium","https://www.idigbio.org/portal/collections/f8dc372c-6742-49a2-a602-78a352adfc15"
81809,"Eastern Kentucky University, Ronald L. Jones Herbarium","Herbarium","https://www.idigbio.org/portal/collections/16736c04-c79f-48a1-afc5-0bf9cc6d52f6"
83812,"Northern Arizona University, Colorado Plateau Biodiversity Center, Deaver Herbarium","Herbarium","https://www.idigbio.org/portal/collections/e050e61c-c34a-4445-8a33-c001a8cc85e9"
84315,"Florida State University, Robert K. Godfrey Herbarium","Herbarium","https://www.idigbio.org/portal/collections/e66f276a-a7b7-4982-b9ca-e0a8259185a4"
85338,"University of Kansas, Biodiversity Institute and Natural History Museum","Vertebrate Paleontology","https://www.idigbio.org/portal/collections/98b1dadf-adc4-4d36-ba8b-6b52fa826033"
85945,"Desert Botanical Garden","Herbarium","https://www.idigbio.org/portal/collections/70302ef4-f780-458f-a252-cd7ca8bf44df"
86358,"Oregon State University Herbarium","Herbarium","https://www.idigbio.org/portal/collections/1e0b39d8-4e6d-4ef3-bc7c-6e099a99422c"
88493,"New Mexico State University, Collection of Arthropods","Arthropods","https://www.idigbio.org/portal/collections/935593cf-eb3d-4cf2-adc6-7828218f932d"
89533,"University of Illinois, Illinois Natural History Survey","Mollusks","https://www.idigbio.org/portal/collections/37b30112-830b-4a6d-9547-f25ffd77b462"
91207,"Arizona State University, Frank F. Hasbrouck Insect Collection","Insects","https://www.idigbio.org/portal/collections/ed26928d-9307-4b11-993c-c20927cf5228"
91253,"Cornell University, Museum of Vertebrates","Fishes","https://www.idigbio.org/portal/collections/d716bf9b-5591-4130-9079-791e8260b303"
92562,"North Carolina Museum of Natural Sciences","Fishes","https://www.idigbio.org/portal/collections/4e94b2e7-355d-4458-9923-41a9379ba2e9"
92766,"University of Alabama","Ichthyology","https://www.idigbio.org/portal/collections/1a9fd998-dcc0-11e4-ae1c-002315492bbc"
92825,"Harvard University, New England Botanical Club Herbarium","Herbarium","https://www.idigbio.org/portal/collections/c23a6c9e-bc67-4a51-930b-c0e31f685959"
93261,"Yale University, Peabody Museum of Natural History","Paleobotany","https://www.idigbio.org/portal/collections/d6702499-0698-4069-bf5f-9312bef7ed16"
94474,"University of Texas at Austin, Texas Memorial Museum, Texas Natural History Collection","Herpetology","https://www.idigbio.org/portal/collections/2fcdccb5-c4c2-411e-b6e6-3684b5171143"
95811,"Cleveland Museum of Natural History","Invertebrate Zoology","https://www.idigbio.org/portal/collections/f76b50c0-fc8c-41bb-b67d-278edad10d67"
96006,"University of Arizona","Insects","https://www.idigbio.org/portal/collections/2caeda69-acf1-433e-9578-fc558c3f2f05"
96726,"Buffalo Museum of Science, The Clinton Herbarium","Botany","https://www.idigbio.org/portal/collections/b9161333-5e61-45d7-a95b-7d80931a79d2"
97395,"Denver Museum of Nature & Science","Insects","https://www.idigbio.org/portal/collections/7abab24c-6a25-42db-b5ce-f64a86860236"
97766,"Natural History Museum of Los Angeles County","Mammalogy","https://www.idigbio.org/portal/collections/99b9595a-84bc-4d84-8b6f-d7a8d507dfa1"
99074,"University of New Mexico, Museum of Southwestern Biology","Fishes","https://www.idigbio.org/portal/collections/65c612e9-63c6-43d1-acc6-fb3e024f4eb1"
99463,"University of Texas at Austin, Non-vertebrate Paleontology Lab","Microfossils","https://www.idigbio.org/portal/collections/3b36fb49-4204-4cfa-be0c-fec1f717b4f6"
99493,"California Academy of Sciences","Ornithology","https://www.idigbio.org/portal/collections/15a6700d-942c-48f5-8bd5-1060960fe530"
